ma_number	concept_id	concept_name	concept_code	mapping_type	ema_active_substance	pdf_strength	pdf_pharmaceutical_form	pdf_route_of_administration	pdf_packaging	pdf_content	pdf_pack_size	pdf_product_name	ema_name_of_medicine	ema_product_number	ema_atc_code	comment	suggestion	last_updated_date
EU/1/07/425/016	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC/alu)	120 (2x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/017	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC/alu)	180 (3x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/018	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC/alu)	360 (6x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/019	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	10 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/020	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	30 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/021	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	60 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/022	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	120 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/023	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	180 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/024	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	360 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/025	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	10 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/026	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	30 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/027	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	60 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/028	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	120 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/029	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	180 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/030	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	360 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/031	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	120 (2x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/032	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	180 (3x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/033	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	360 (6x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/034	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	120 (2x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/035	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	180 (3x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/036	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC/alu)	360 (6x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/037	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	10 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/038	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	30 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/039	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	60 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/040	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	120 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/041	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	180 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/042	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	360 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/043	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	120 (2x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/044	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	180 (3x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/045	21081251	Metformin 850 MG / vildagliptin 50 MG Oral Tablet	OMOP351542	EXACT	vildagliptin;metformin hydrochloride	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	360 (6x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 850 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/046	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	10 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/047	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	30 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/048	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	60 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/049	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	120 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/050	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	180 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/051	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	360 tablets		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/052	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	120 (2x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/053	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	180 (3x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/425/054	21169719	Metformin 1000 MG / vildagliptin 50 MG Oral Tablet	OMOP351557	EXACT	vildagliptin;metformin hydrochloride	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	360 (6x60) tablets (multipack)		eucreas	Eucreas	EMEA/H/C/000807	A10BD08	RxExt has naming inconsistency with RxNorm, suggestion has appropriate name	metformin hydrochloride 1000 MG / vildagliptin 50 MG Oral Tablet	2025-12-04
EU/1/07/384/003	1718758	1 ML docetaxel 20 MG/ML Injection	1860480	EXACT	docetaxel	20 mg/1 ml	Concentration for solution for infusion	Intravenous use	vial	1 ml	1 vial	docetaxel-zentiva	Docetaxel Zentiva (previously Docetaxel Winthrop)	EMEA/H/C/000808	L01CD02			2026-01-02
EU/1/07/384/004	1718763	4 ML docetaxel 20 MG/ML Injection	1860485	EXACT	docetaxel	80 mg/4 ml	Concentration for solution for infusion	Intravenous use	vialh (glass)	4 ml	1 vial	docetaxel-zentiva	Docetaxel Zentiva (previously Docetaxel Winthrop)	EMEA/H/C/000808	L01CD02			2026-01-02
EU/1/07/384/005	1718789	8 ML docetaxel 20 MG/ML Injection	1861411	EXACT	docetaxel	160 mg/8 ml	Concentration for solution for infusion	Intravenous use	uvial (glass)	8 ml	1 vial	docetaxel-zentiva	Docetaxel Zentiva (previously Docetaxel Winthrop)	EMEA/H/C/000808	L01CD02			2026-01-02
EU/1/07/427/001	19022782	olanzapine 2.5 MG Oral Tablet	200034	EXACT	olanzapine	2.5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	28 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/002	19022782	olanzapine 2.5 MG Oral Tablet	200034	EXACT	olanzapine	2.5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	30 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/003	19022782	olanzapine 2.5 MG Oral Tablet	200034	EXACT	olanzapine	2.5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	56 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/004	19079154	olanzapine 5 MG Oral Tablet	312078	EXACT	olanzapine	5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	28 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/005	19079154	olanzapine 5 MG Oral Tablet	312078	EXACT	olanzapine	5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	30 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/006	19079154	olanzapine 5 MG Oral Tablet	312078	EXACT	olanzapine	5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	50 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/007	19079154	olanzapine 5 MG Oral Tablet	312078	EXACT	olanzapine	5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	56 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/008	19079155	olanzapine 7.5 MG Oral Tablet	312079	EXACT	olanzapine	7.5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	28 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/009	19079155	olanzapine 7.5 MG Oral Tablet	312079	EXACT	olanzapine	7.5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	30 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/010	19079155	olanzapine 7.5 MG Oral Tablet	312079	EXACT	olanzapine	7.5 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	56 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/011	785821	olanzapine 10 MG Oral Tablet	314154	EXACT	olanzapine	10 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	7 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/012	785821	olanzapine 10 MG Oral Tablet	314154	EXACT	olanzapine	10 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	28 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/013	785821	olanzapine 10 MG Oral Tablet	314154	EXACT	olanzapine	10 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	30 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/014	785821	olanzapine 10 MG Oral Tablet	314154	EXACT	olanzapine	10 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	50 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/015	785821	olanzapine 10 MG Oral Tablet	314154	EXACT	olanzapine	10 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	56 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/016	19079153	olanzapine 15 MG Oral Tablet	312077	EXACT	olanzapine	15 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	28 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/017	19079153	olanzapine 15 MG Oral Tablet	312077	EXACT	olanzapine	15 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	30 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/018	19079153	olanzapine 15 MG Oral Tablet	312077	EXACT	olanzapine	15 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	50 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/019	19079153	olanzapine 15 MG Oral Tablet	312077	EXACT	olanzapine	15 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	56 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/020	785815	olanzapine 20 MG Oral Tablet	283639	EXACT	olanzapine	20 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	28 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/021	785815	olanzapine 20 MG Oral Tablet	283639	EXACT	olanzapine	20 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	30 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/022	785815	olanzapine 20 MG Oral Tablet	283639	EXACT	olanzapine	20 mg	Film-coated tablet	Oral use	blister (OPA/Alu/PVC/Alu)	56 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
EU/1/07/427/023	785842	olanzapine 5 MG Disintegrating Oral Tablet	314155	EXACT	olanzapine	5 mg	Orodispersible tablet	Oral use	blister (OPA/Alu/PVC/Alu)	28 tablets		olanzapine-teva	Olanzapine Teva	EMEA/H/C/000810	N05AH03			2025-12-04
